review;faydali;faydasiz;tarih;satici;yildiz;fotografli
hiç şüpesiz alın süper bi kullaklik;0;0;03.12.2021;MK TEKNOLOJİ ÜRÜNLERİ;1;0
Ürün görselde ki ile aynı kaliteli ve hızlı teslimat dün öğlen sipariş verdim bugün öğlen teslim aldım Hepsiburada ya Teşekkür ederim;0;0;11.12.2020;Hepsiburada;1;0
Mükemmmel;0;0;30.07.2021;Hepsiburada;1;0
Fiyat performans olarak 10 puan. Kulaklıktan gelen ses kalitesi kablolu sony kulaklıklara yakın. Bas seviyesi bir birim daha az. Telefon görüşmesinde karşı tarafa sesim iyi gidiyor. Torima adlı firmadan aldım orijinal ürün geldi. Ben beğendim.;0;0;07.09.2021;Torima;1;0
Ürün aynı görseldeki gibi ses kalitesi gayet başarılı. Telefonla konuşurken hiçbir sıkıntı yaşamadım karşı taraf sesimin gayet iyi gittiğini belirtti. Ürünün şarj aleti olmadığını belirtmek isterim. Kargo konusuna gelince siparişi verdikten sonra ertesi gün elime ulaştı teşekkürler.;0;0;24.02.2021;Hepsiburada;1;0
Tam bir Fiyat/Performans Ürünü;0;0;01.09.2020;Hepsiburada;1;0
Bildiğimiz xiaomi kalitesi 👍🏾;0;0;06.04.2021;Hepsiburada;1;0
Bence gayet başarılı bir kulaklık ses gayet iyi geliyor konuşmada da bir problem yaşamadım. Kutunun içinden şarj kablosu çıkmıyor. Dokunmatik değil kulaklığın üst kısmı hassas tuş ile kaplı herhangi bir sorun üretmiyor bence ve basarken kulaklık kulağınızdan düşmüyor. Uygun silikonu kendinize göre değiştirebilirsiniz. Kulaklığın şarjının ne kadar kaldığını telefonunuzdan görebiliyorsunuz. Telefona bağlarken ben bir sorun yaşamadım direk oldu ama sorun yaşayan varsa nasıl olduğunu açıklayanlar var onu uygulayabilirler. Sadece müzik değiştiremiyorsunuz duraklatıp başlatıyor sadece ama ben iş için kullanacağım benim için bir sorun değil bu.;0;0;28.01.2021;Hepsiburada;1;0
ürünü daha önce kaybettiğim için tekrar aldım. Tek sorun macbooka bağlayamıyorum ve MI App üzerinden görüntüleyemiyorum. Üst düzey bir ses performansı istemediğiniz sürece alınabilecek en iyi bluetooth kulaklık;0;0;02.12.2020;Hepsiburada;1;0
F/P ürünü;0;0;10.05.2021;Bizdenal;1;0
Satıcı Hepsiburada olunca faturada var hızlı teslimatta. 1 gün sonra elime ulaştı. Cihaz çok başarılı. Telefon başka odada ben başka odadyım. Evde dolaşıyorum. Sorun yok. Dinlemeye devam.Kulağı fazla rahatsız etmiyor.Düşme hissi hiç yok.Tavsiye ederim.;0;0;30.12.2020;Hepsiburada;1;0
kaliteli ürün bugüne kadar hiç bir sorun yaşamadım.;0;0;30.11.2020;Hepsiburada;1;0
Fiyat ve performans olarak değerlendirildiği zaman guzel bir ürün tavsiye ederim. Ses kalitesi çok iyi diye ayrıca belirtmeden geçemeyeceğim;0;0;10.02.2021;Hepsiburada;1;0
10 aralık perşembe günü sipariş verdim 11 aralık cuma güne elime ulaştı teşekkürler hepsijet. ürün kesinlikle orjinal tereddüt etmeden alabilirsiniz.;0;0;11.12.2020;Hepsiburada;1;0
Güzel;0;0;18.09.2021;MGSAKSESUAR;1;0
"Bu ürünü almadan önce kafamda soru işaretleri vardı. Işe giderken toplu taşıma araçlarını kullanıyorum. Müzik dinlemek için kablosuz kulaklığa ihtiyacım vardı. Her ne kadar konuşmak için üretilmiş olsada müzik dinlerken harika bir ses kalitesi var. Tereddüt etmeden alabilirsiniz. Konuşma sırasında sanki kulaklıktan değil telefon kulağınızda konuşuyorsunuz. Gerçekten ürünün kalitesi beni çok şaşırttı. 
Satıcıyaysa ayrı bir parantez açmak istiyorum. Urun deforma olmayan kutuda özenle paketlenerek geldi. Kendilerine çok teşekkür ediyorum.";0;0;27.10.2021;MK TEKNOLOJİ ÜRÜNLERİ;1;0
uzun süredir kullanıyorum. müzik dinlemek için parasını hakediyor. konuşma için mikrofonu ses alıyor ki bu fiyata bu da normal. şarjı ömürlük kısa süreler ile müzik dinleyerek bana 20 gün civarı yetiyor. benim ihtiyacımı karşıladı gerisi ne için aldığınız ile alakalı.;0;0;17.03.2022;LiderTekno-Bilisim;1;0
Almadan önce belki 15 20 siteye baktım aonra kararsız kalıp aldım digerlerinden daha ucuz ve kaliteli orjinal merak etmeyin;0;0;26.01.2021;Hepsiburada;1;0
Kızıma aldık çok memnun iPhone kullanıyor hiç sıkıntı olmadı tavsiye ederiz;0;0;04.11.2021;Torima;1;0
ürün muhteşem bu fiyata daha iyisi yok bence düşünmeden alabilirsiniz şarjı da iyi gidiyor çok kullanışlı herkeze tavsiye ederim;0;0;11.01.2021;Torima;1;0
Ürünü 1 haftadır kullanıyorum. Ses kalitesi mikrofonu bağlantı süresi ve tepkileri tatmin edici. Bu fiyata daha iyisini bulmak zor.;0;0;17.11.2020;Hepsiburada;1;0
Ses kalitesi çok iyi ürün sorunsuz ve çabuk ulaştı elime;0;0;24.01.2021;Hepsiburada;1;0
Çok beğendim tavsiye ederim.;0;0;14.01.2021;Hepsiburada;1;0
Harika hızlı orjinal ürün teşekkürler;0;0;10.11.2020;Hepsiburada;1;0
Güzel ürün;0;0;29.03.2022;Trendy Elektronik;1;0
Ürün güzel. vaat ettiği işleri yapıyor. daha yüksek fiyatlı ürünlerde de aynı işleri yapıyor. Pil benim kullanımımda tüm sensörler aktif 5-6 gün gidiyor;0;0;10.03.2021;Hepsiburada;1;0
Fiyatına göre çok iyi ve güzel ses veren bir kulaklık  piyasada çok çakması olduğu için kontrol edin satıcı olarak hepsiburada dan aldım bana orjinal geldi iyi günler;0;0;19.10.2020;Hepsiburada;1;0
Çok kullanışlı ve güzel bir ürün. 1 saatte kargoya verildi. Ses kalitesi süper. En son seste gayet yüksek ama ben zaten o kadar yüksek sesle müzik dinliyen biri değilim içinden şarj kablosu çıkmıyor. Fakat Samsung şarj aleti ile uyumlu bu yüzden yeni bir şarj aleti almaya gerek kalmıyor. Zaten fiyat uygun kaçırmayın alın derim...;0;0;08.11.2020;Hepsiburada;1;0
İlk zamanlar cok guzeldı ama sarj yerı bozuldu;0;0;21.08.2021;Hepsiburada;1;0
"-- Ses kalitesi tam F/P 
-- Mikrofon Dış mekanda karşıdaki anlayamayabiliyor ama idare eder
-- Şarj sıkıntısı yaşamazsınız
-- malzeme kalitesi kulaklık kutu kapağı  pek dayanıklı durmuyor. 
--------------------------------------------------------------
yok dokunmatikmiş yok çok akıllıymış. gerek yok abi.  teknolojik yaacağız diye kullanımı zorlaştırmanın manası yok. bu ürün de gayet kullanışlı. bas çalsın bas dursun. 
kulakta duruşu da süper.";0;0;12.08.2021;Hepsiburada;1;0
fiyat performans ürünü;0;0;11.01.2022;Hepsiburada;1;0
Harika;0;0;06.10.2020;Hepsiburada;1;0
Ürün beklediğim gibi arkadaşlar. Çakma mı orjinal mi gelicek diye bekledim. İnternetten karşılaştırdığım orjinal ürün geldi. Hiç bir sıkıntı yaşamadım. Zaten 2 yıl garantiside var. Hepsi burada ailesine teşekkürler.;0;0;30.06.2021;Hepsiburada;1;0
"Ürün Earbuda Basic 2 olarak geçiyor. Şarj'ı biraz az gidiyor microfonu fena değil ses verimi olarak beğendim. Fiyatına göre gayet iyi. Ürün orjinaldi sayfadan kutu ustundeki kodu taratip baktım.

Uzun lafın kısası eğer şimdiye kadar en alt-orta sınıf kulaklik kullandiysaniz beklentilerinizi karşilar. Ama diğer türlüsünü bilemem ben beğendim";0;0;26.06.2021;Hepsiburada;1;0
Fiyatına göre güzel. Rock Zircon kulaklıktan geçen biri olarak aynı ses kalitesini veya ses yüksekliğini bulduğumu söyleyemeyeceğim ancak bu fiyat seviyesinde bir bluetooth kulaklığa göre iyi olduğunu düşünüyorum. Bağlantı sorunu nadiren yaşadım. Tuşun fiziksel olması kötü bir özellik gibi görünse de dokunmatik olan başka bir model kullanıyorum ve her takıp çıkardığımda yanlışlıkla tuşuna basıyorum. O yüzden fiziksel tuş olması daha iyi bence.;0;0;03.12.2020;Hepsiburada;1;0
Beklediğim gibi çıktı. Kaliteli ürün. Beğendim.;0;0;06.04.2021;Hepsiburada;1;0
Hızlı Ve Güvenilir Teşekkürler;0;0;21.11.2020;Torima;1;0
Fiyat performans ürünü;0;0;26.07.2021;Trendy Elektronik;1;0
Orijinal gönül rahatlığı ile alabilirsiniz(Hepsiburada). Vokal sesleri çok iyi basları tizleri gayet yerinde 2 oda mesafesi var sonra kopuyor. Sesi dışarıda kullanımda gayet iyi hiçbir sorun yok. Gayet şık duruyor bağlanması çok kısa sürüyor. Sesteki bütün ayrıntıları net veriyor sadece ses düzeyini %100 yapınca dışarıya biraz ses veriyor ama %80 %70 civarı hem sağlıklı hem de dışarıya ses vermiyor dışarıdan da ses almıyor. Süpürge sesini bile almıyor süpürge çalışıyor mu çalışmıyor mu diye şüpheye düştüm ve o sırada sesi %70 düzeyindeydi. Ben tavsiye ederim ama Hepsiburada Satıcısından alın ki orijinal sahte(replika) korkusu yaşamayın.;0;0;11.10.2020;Hepsiburada;1;0
elime ulaşması 1 gün bile sürmedi çok hızlı geldi kullanışlı gayet ben beğendim müzik dinlerken konuşurken sorunsuz kaliteside fena değil güzel sorunsuz alışveriş oldu teşekkürler;0;0;06.11.2020;Hepsiburada;1;0
Çok güzel  ses kalitesi konuşulmaz kulağıma cuk oturuyor kulaklığın içindeki süngerleri çıkardım attım sesler beynimde baslar harika;0;0;29.03.2021;Hepsiburada;1;0
Telefonla konuşurken çok iyiydi.;0;0;10.02.2021;Hepsiburada;1;0
orjinal ürün çok güzel;0;0;15.12.2021;Torima;1;0
Çok iyi. Kesinlikle tavsiye ediyorum;0;0;19.11.2020;Hepsiburada;1;0
Iyi bir kulaklık. Fiyatına göre.  Beklentilerimi  karşıladı. Teşekkürler hepsiburada;0;0;01.01.2021;Hepsiburada;1;0
ses seviyesi ve kalitesi cok güzel babama hediye aldım ve kullanıyor cok kullanışlı bir ürün;0;0;24.02.2021;Torima;1;0
FİYAT PERFORMANS ÜRÜNÜ;0;0;25.01.2021;Hepsiburada;1;0
Kulaklık fiyatına göre iyiydi;0;0;29.04.2021;Ceptech;1;0
Ürün çok çok güzel kullandım sesi gayet iyi çıkıyor şuan için memnunum;0;0;18.02.2021;Hepsiburada;1;0
Güzel paketleme hızlı kargo;0;0;07.06.2021;ALYA-TECH;1;0
Gayet Başarılı Bir ürün. Tavsiye ederim.;0;0;08.10.2020;Hepsiburada;1;0
Mükemmel bi urun 7 ay önce aldım ve hala kullanıyorum hicbir arızası olmadi satıcıya teşekkürler kaliteli urun;0;0;15.09.2021;Hepsiburada;1;0
Ürün güzel kontrol ettim orjinal kargo hızlıydı 24 saatte geldi ürünün yanında şarj kablosuda gördermişler hediye teşekkür ederim.;0;0;09.01.2021;Torima;1;0
Gayet kullanım;0;0;01.12.2020;Hepsiburada;1;0
Hepsijet ile 1 günde teslim aldım. Tam olarak fiyat performans ürünü. Konuşma sırasında sorun yaşamadım tabi ses birazcık cesaret farklı derinden gidiyor. Ses kalitesi tatmin edici sadece Müzik dinlerken genelde son sese almam gerekiyor.Beklentimi karşıladı sorunsuz kullanıyorum. 👍👍;0;0;02.03.2021;Hepsiburada;1;0
Ürün bugün elime ulaştı incelemelerim ve araştırmalarım sonucu kulaklığin plastik uç kısmını çıkardığınizda seri no numarası yazmalı orjinal tüm ürünler de bu yazıyor fakat gönderdikleri kulaklikda bu seri numarası bulunmuyor kulaklığın şarjı hemen bitiyor 10 dk da yüzde 10 gidiyor anlamadım nasıl kulaklık;0;0;14.11.2020;Hepsiburada;1;0
Tedirgindim alırken yorumlara bakarak aldim.Çok teşekkür ederim. Çok memnunum.Ses kaliteside çok güzel.;0;1;29.10.2020;Bitex;1;0
Baya güzel;0;0;17.12.2020;Hepsiburada;1;0
Basslar aşırı kaliteli ürün kalitesi kulakta durması vesaire çok iyi bir iş çıkartmışlar bana sorarsanız;0;0;30.06.2021;Trendy Elektronik;1;0
Ürünü beğendim ayrıca satıcıya gönderdiği kahve için teşekkür ederim;0;0;01.09.2021;Elvita;1;0
19 Ekim akşamı hepsijetten sipariş ettim aynı akşam 23:23 te kargoya verildi mesajı geldi 20 Ekim öğleden sonra elime ulaştı kulaklık fiyatının çok üstünde çok kaliteli bir kulaklık tavsiye edeeim;0;0;20.10.2020;;1;0
Ses bas  ve kulakta duruş gayet tatminkar. Fiyatına göre süper.;0;0;05.01.2021;Hepsiburada;1;0
Süper;0;0;28.03.2022;MK TEKNOLOJİ ÜRÜNLERİ;1;0
Ürün süper ayrıca torima satıcısı ada teşekkür ederim;0;0;05.06.2021;Torima;1;0
Bir aydır sorun çıkarmadan kullanıyorum.;0;0;19.10.2020;Hepsiburada;1;0
Babama aldım çok memnun olduğunu söyledi. Bı tanesini kaybetmişti bir hafta sonra çalıştığı iş yerinin bahçesinde buldu. Üzerine defalarca yağmur yağdı. Ona rağmen çalıştığını hiçbir sıkıntı olmadığını söyledi babam tavsiye edilir.;0;0;10.05.2021;OrkaTeknoloji;1;0
Ürün güzel. iki aydır kullanıyorum. düşme sorunu fazla yok (uygun pedi ile kulağa iyice oturtursanız). bir süre sonra benim sağ kulaklık kutusunda şarj olmadı bu yüzden servise gönderecektim. yorumlarda yazılı bir yöntemi uyguladım düzeldi. kulaklığın tuşuna basılı tutarken kutusundaki yuvaya yerleştirirseniz sorun çözülüyor ve kulaklık şarj olmaya başlıyor. kutu micro usb ile şarj ediliyor (keşke type c olsa imiş.) kulaklık ile uzun süre müzik dinlenebiliyor (telefon ve uygulamadaki eq ayarları ile güzel bas ve tiz alınabiliyor.) konuşma kalitesi kapalı ortamlarda yeterli açık alanlarda dış ses ve rüzgar sesini çok fazla aldığı için uygun değil. tavsiye eder miyim evet ederim ...;0;0;10.12.2020;Hepsiburada;1;0
"Merhabalar Ürün Fiyatına Göre Gerçekten İyi Bir Performans Sergiliyor Ve Almanızı Tavsiye Ederim Ses Kalitesi Olsun Malzemesi Olsun (Fiyatına Göre) Gayet İyi 
Fakat Mikrofon Konusunda Arkadaşımla Konuşurken Dışardan Çok Ses Aldığını Belirtti Öte Yandan Kulaklığa Alışmanız Biraz Uzun Sürebilir (Kulakta Durması Biraz Zor Oluyor)Ama Tekrar Ediyorum Zaten Bu Fiyattan Da Daha Üstünü Bekleyemessiniz.
ALACAKSANIZ KAÇIRMAYINN !!!
<3";0;0;28.10.2021;OdeBilişim;1;0
Ses kalitesi mükemmel. Müzik 🎶 dinlerken bas/tiz verisiyle keyif veriyor. Görüşmelerde hem giden hem gelen seste dış gürültü neredeyse sıfır. Bağlanmak kolay. Şarj kutusuna koyduğunuzda bağlantıyı otomatik kesiyor ve telefondan bluetooth kapalı yaptığınızda kendiliğinden kapanıyor. Tavsiye ederim...;0;0;16.02.2021;Hepsiburada;1;0
Ürün çok güzel mi nede olsa;0;1;02.05.2021;Hepsiburada;1;0
Saatler içinde elinizde süper hızlı gönderim ve güzel ürün.;0;0;24.11.2020;Hepsiburada;1;0
Xiami hep tlf hem kulaklığını kullanıyorum kesinlikle harika hic bir zaman yarı yolda birakmadi;0;0;07.08.2021;Hepsiburada;1;0
Kıyak ürün.;0;0;08.06.2021;Hepsiburada;1;0
Müzik dinlemek için süper bir ürün ama konuşma kalitesi o kadar iyi değil çift kulaklık kulağınızda olduğu zaman konuşmak iyi olmuyor karşı taraf kulaklık kullandığınızı hemen anlıyor ama müzik dinlemek için gayet başarılı bir ürün;0;1;21.04.2021;Trendy Elektronik;1;0
Eskilerin favorisi lakin şuan çok daha iyi modeller var aynı fiyata.;0;0;22.06.2021;Hepsiburada;1;0
Cok iyi...;0;0;18.02.2021;Hepsiburada;1;0
Harika;0;0;20.10.2021;Hepsiburada;1;0
Bu fiyata aslında puan kırmaya değmeyecek bir ürün. Parasını sonuna kadar hakediyor tam bir f/p canavarı.;0;0;12.07.2021;Hepsiburada;1;0
Harika;0;0;14.01.2021;Hepsiburada;1;0
Gayet kullanışlı indirimden almıştım çok memnunum;0;0;27.12.2021;MK TEKNOLOJİ ÜRÜNLERİ;1;0
2.alışım 1.si bana bence çok dayandı en son metro da ki raylara düşüp kırıldı maalesef 2.sinin siparişini verdim;0;0;14.11.2021;Next-TECH;1;0
Ürün mükemmel tek kelimeyle.Saticinin hepsiburada oldugundan emin olun orjinal oldugundan supheniz olmasin.Hizli kargo orjinal ürün;0;0;16.12.2020;Hepsiburada;1;0
Tesekkurlet;0;0;30.01.2021;MoonLifeAVM;1;0
Tam anlamıyla mükemmel kulağa oturması bas kalitesi ses kalitesi harika tavsiye ederim kesinlikle;0;0;01.04.2021;Hepsiburada;1;0
Güzel ürün aylardır kullanıyorum;0;0;22.08.2021;Hepsiburada;1;0
tşkler;0;0;14.12.2020;Hepsiburada;1;0
Ürün Fiyat Performans urunu. Gayet guzel bir urun. Hizli bir teslimat yapildi. Şu anlik memnunun. Ama alanlara tavsiyem uzun sure bunu kullanacaksa bir silikon kilif da alsinlar. Ayrica sadece muzik dinlemek icin aliyor ve cok yuksek bir performans bekliyorsaniz almayin. Muzik dinlemek icin gayet ideal ama kulakustu kulaklik da kullandigim icin beni onun kadar tatmin etmedi ki bu normal. Cok yuksek sesle muzik dinlemeyi seviyorsaniz kulakustu kulaklik almanizi tavsiye ederim.;0;0;29.07.2021;Meber Bilişim;1;0
Kesinlikle orijinal bir ürün;0;0;14.07.2021;Hepsiburada;1;0
Gayet güzel;0;0;31.10.2021;Hepsiburada;1;0
Works perfectly with Xiaomi smart phones;0;0;18.01.2022;Torima;1;0
Urun guzel paketlenmisti hizli kargo memnun kaldim.Kesinlikle saticiniz hepsi burada olsun;0;0;26.08.2021;Hepsiburada;1;0
Fiyat persormans ürünü.;0;0;14.08.2021;vondler;1;0
2 3 kere yanlışıkla düşürmeme rahmen hiçbir ses eksikliği kısılması gibi şeyler olmadı. Sadece çok hareketli yerlerde kabından fırlayabilir. 1 kere oldu bana;0;0;01.06.2021;Torima;1;0
Ürünün iade ettim.;0;0;14.03.2021;Hepsiburada;1;0
Gayet güzel bir ürün. Çok kullanışlı. Ayrıca şipariş ve paketleme sürecinde hiçbir sıkıntı oluşmadı.;0;0;16.11.2020;Hepsiburada;1;0
Yanlışıkla çamaşır makinesinde yıkandı ona rağmen aylardır sapasağlam çalışıyor. Kesinlikle öneririm.;0;0;25.06.2021;Hepsiburada;1;0
Her zaman yorum yapmam ama bu ürün için yorum yapmak istedim. Fiyatına göre gerçekten performansı çok iyi. Jbl kulaklığım vardı fiyatı bu kulaklığın çok üzerindeydi ama deymezmiş. Markaya aldanmayın.;0;0;10.11.2020;Hepsiburada;1;0
2 günde geldi. Çok iyi bir batarya ve kullanım deneyimi var. Orijinal ürün hepsiburada dan aldım;0;0;16.12.2020;Hepsiburada;1;0
Memnun kaldım;0;0;10.07.2021;Hepsiburada;1;0
Gerçekten orijinal bir ürün emin olabilirsiniz. Ben çok memnun kaldım fiyatına göre çok başarılı.;0;0;18.08.2020;Hepsiburada;1;0
Çok güzel Bi ürün yalnız ses karşı tarafa az gittiği doğru ama spor yaparken temizlik yaparken takıyorum suya dayanıklı hiç Bi sıkıntı olmuyor;0;0;01.07.2021;Hepsiburada;1;0
Ürün gayet güzel  hasarsız bir şekilde geldi ve beklediğimden çok daha hızlı geldi kardeşime aldım gayet memnun tam bir f/p ürünü tavsiye ederim;0;0;11.11.2020;Hepsiburada;1;0
Severek kullanıyorum tavsiye ederim;0;0;10.08.2021;vondler;1;0
Gayet basarili;0;0;18.11.2020;Hepsiburada;1;0
On numara;0;0;12.08.2021;Fırsatbidünya;1;0
Tavsiye edilir.;0;0;03.03.2021;Torima;1;0
Aktif kullanıyorum şarj konusunda ve ses konusunda gayet başarılı. Bu fiyat aralığında en mantıklı ürünlerden. Sadece şarj kutusunun kapağı çok narin kısa zamanda menteşesi kırıldı;0;0;23.03.2022;MK TEKNOLOJİ ÜRÜNLERİ;1;0
Ürünü henüz denemedim ama orijinal etiketine kadar ambalajın üzerinde vardı kutuyu açınca kalite farkediliyor. 1 günde elime geldi hepsi jet ile teşekkürler.;0;0;20.11.2020;Hepsiburada;1;0
Kulaklık fiyat performans olarak gayet iyi. Kargomda çok hızlı geldi pazar günü olmasına rağmen o gün bırakıldı. Teşekkürler...;0;0;11.11.2020;Hepsiburada;1;0
Beğendim;0;0;03.10.2020;Hepsiburada;1;0
Mi Store satıcısından aldım orijinal geldi.;0;0;11.09.2021;Mi Store;1;0
Dün öğleden sonra sipariş verdim bu gün öğlen elimde oldu hakikatten JET gibi kargo :) Ürün tamamen orjinal gönül rahatlığı ile alabilirsiniz. Teşekkürler Hepsiburada...;0;0;17.10.2020;Hepsiburada;1;0
Çok iyi tavsiye edilir;0;0;13.12.2020;Hepsiburada;1;0
TEŞEKKÜR EDERİM;0;0;07.06.2021;TrendÜrünlerim;1;0
Çok beğendim;0;0;28.05.2021;Ceptech;1;0
Ürün fiyatına göre gayet iyi;0;1;30.10.2020;Hepsiburada;1;0
Süper bir ürün dışarıya çok az ses gidiyor ve dinlerken dışarıdan ses almıyor ne kadar kalabalık ortamda olursa olsun son ses açmaya bile gerek Yok tavsiye ederim;0;0;26.11.2020;Hepsiburada;1;0
ilk veriyonunundaki tüm sıkıntılar giderilmiş çok şahane tavsiye ederim;0;0;06.12.2020;Hepsiburada;1;0
Gayet güzel orta düzeyde kullanılır;0;0;20.10.2021;Hepsiburada;1;0
İyi;0;0;22.09.2021;Hepsiburada;1;0
24 saat geçmeden elime ulaştı.Net house isimli satıcıdan aldım ve sorguladım ürün orijinal.Satıcıya dürüstlüğünden ve hızlı teslimattan dolayı teşekkür ederim.Kulaklığı da öneriyorum güzel.;0;0;10.08.2021;Nethouse;1;0
Ürün elime çok hızlı ulaştı. Kargo ve kurye çok ilgili ver hızlıydı. Bu fiyata başka yerde bulmak imkansızz. Teşekkürler;0;0;09.11.2020;Hepsiburada;1;0
İyi;0;0;08.10.2021;SFİT TEKNOLOJİ ÜRÜNLERİ;1;0
Ürün iyi;0;0;01.12.2021;SFİT TEKNOLOJİ ÜRÜNLERİ;1;0
tam istediğim gibi...şarjı uzun gidiyor...;0;0;19.11.2020;Hepsiburada;1;0
Ürünü indirimde aldım. Müzik dinlerken ses kalitesi çok iyi. Araçta konuşurken de güzel ama dışarıda konuşurken ses biraz az gidiyor karşı tarafa.  Onun için bundan rahatsızlık duyabilecek kişiler 300-400en yukarı ürünlere bakmaları gerekli. Benim işimi fazlasıyla görüyor.;0;0;18.12.2020;E-AKSESUAR;1;0
Ürün güzel kullanışlı;0;0;12.05.2021;Hepsiburada;1;0
güzel orijinal;0;0;26.01.2021;Hepsiburada;1;0
Alın alın alın;0;0;19.03.2021;Hepsiburada;1;0
Ürün fiyatına göre gayet güzel kullanışlı ses kalitesi müzik çalma acısından gayet başarılı sadece gürültülü ortamlarda konuşma esnasında dış sesi çok aliyor tabi fiyatına göre bu şekilde olması çok normal bence pahalı markalara göre gayet başarılı tavsiye ederim...;0;0;10.02.2021;Hepsiburada;1;0
Pubg mobilde gecikme sorunu yasamadim. Urun orjinal;0;0;24.02.2022;Torima;1;0
Muazzam;0;0;21.08.2021;Hepsiburada;1;0
Harika bir urun;0;0;27.07.2021;Trendy Elektronik;1;0
Arkadaşlar ürün güzel ama şarj kablosu yok içinde haberiniz olsun;0;2;07.09.2020;Hepsiburada;1;0
Hem en uygun fiyat hem güzel paketleme hem hızlı kargo. Hepsiburada farkı.;0;0;29.11.2020;Hepsiburada;1;0
Tamamen fiyat performans ürünü bizden tam puan aldı;0;0;02.09.2021;Hepsiburada;1;0
Beklentiniz çok yüksek değilse alınabilir.;0;0;29.06.2021;Ceptemax;1;0
Beğendik orijinal ürün hepsi burada satıcısı orijinal satış yapıyor :);0;0;19.12.2020;Hepsiburada;1;0
2 yıldır kullanıyorum gayet güzel normalde ayda 2-4 kulaklık bozan bana çok iyi dayandı. İndirimli bulursanız bence hemen alın.;0;0;28.03.2022;Hepsiburada;1;0
"Gayet güzel ve kaliteli kulağınızdanda düşmüyor
Kulaklıklığı iyi takmazsanız başları verimli alamıyorsunuz";0;0;18.08.2020;Hepsiburada;1;0
Fiyat performans olarak güzel mikrofonla konuşma sıkıntı;0;0;20.03.2022;Next-TECH;1;0
Ürünü 1 aydır kullanıyorum şarj konusunda çok çok iyi her gün yeterince kullanmama rağmen 2 - 2.5 hafta çok rahat gidiyor zaten ürünün orjinallik konusunda bi sıkıntısı yok satıcısı hepsiburada olduğu için güvenerek aldım. Ses konusunda gayet başarılı ancak telefonunuzun Bluetooth sürümü 5.0 değil de 4.0 veya 4.2 ise telefonunuza ilk bağladığınızda seste çok sık olmasa da ara ara kesilmeler oluyor ancak bu sorun kulaklıkla değil telefonunuzun kulaklıkla sürümünün uyuşmamasından dolayı. Onun dışında ürün gerçekten mükemmel. Alacaklar gönül rahatlığıyla alabilirler. Güvenilir satıcı ve orijinal ürün. Teşekkürler Hepsiburada.;0;0;22.10.2020;Hepsiburada;1;0
Parasını hak ediyor;0;0;10.02.2021;Hepsiburada;1;0
Guzel kullanışlı ürün;0;0;29.11.2020;Hepsiburada;1;0
kulaklık çok güzel satici cok ilgili. tavsiye ediyorum;0;0;31.08.2021;Nethouse;1;0
Almayın sürekli parazit sürekli parazit berbat ya;0;0;22.03.2022;ALYA-TECH;1;0
PAASINA DEĞER...;0;0;24.10.2020;Hepsiburada;1;0
yapıyor bu adamlar bu işi;0;0;08.04.2021;Hepsiburada;1;0
Kargo hızı çok iyi ürüne gelirsek muhteşem Almak isteyen varsa hiç beklemesin herkese tavsiye ederim;0;0;03.12.2020;Hepsiburada;1;0
Kargo çok hızlıydı. Cuma sipariş verdim Pazar elimdeydi. İndirimdeyken almıştım severek kullanıyorum. Tavsiye ederim.;0;0;09.11.2020;Hepsiburada;1;0
1 günde elime ulaştı güzel şekilde paketlenmişti;0;0;01.09.2021;RİMA;1;0
Bence fiyatina göre iyi bir ürün kablo ile uğrasacağınıza ve sık sık arızalan kulaklıklardan daha rahat ve uygun sayilir;0;0;03.02.2021;Hepsiburada;1;0
Çok Çok Hızlı kargoladılar öncelikle tebrik ederim 24 saat sürmedi elime ulaşması. Üründe gayet güzel ve orjinal bir ürün şiddetle tavsiye ederim;0;0;26.01.2021;Hepsiburada;1;0
Ses kalitesini ve düzeyini beğendim günlük hayatta müzik dinlemek için harika ve kulakta durması da gayet iyi sporda ya da yürürken düşmüyor bazen dokunup düzeltmek gerekiyor o da normal. Sadece tuşlarına basarken kulağı çok az rahatsız ediyor.;0;0;02.04.2021;Hepsiburada;1;0
Hızlı kargo ürün parasina göre muhteşem;0;0;23.02.2021;MillionAvm;1;0
Original ürün Şarjı gayet yeterli çekim mesafesi yeterli çokta hızlı geldi. Teşekkür ederim.;0;0;21.12.2020;Hepsiburada;1;0
iyi;0;0;27.03.2021;Hepsiburada;1;0
Ürünü bir yıl önce almıştım ve halen kullanıyorum kaliteli;0;0;17.11.2021;Hepsiburada;1;0
Ürün orjinal xinomi ürünü gönül rahatligiyla alabilirsiniz.;0;0;21.06.2021;fyba;1;0
sarji gayet iyi gidiyor hızlı kargolama yapıldı.tek kulaklıkla bile calisiyor.mesaje de gayet iyi ses de kopma yada cızırtı olmuyor;0;0;16.11.2020;Hepsiburada;1;0
Güzel ve uygun;0;0;28.08.2021;Hepsiburada;1;0
Kullanışlı güzel;0;0;21.10.2020;Hepsiburada;1;0
Fiyat performans ürünü memnunum.;0;0;18.09.2021;vondler;1;0
Bu kalitede bir ürün için fiyatta çok iyi çok memnun kaldım. Ses kalitesi çok iyi teşekkürler.;0;0;12.06.2021;Avrupatvcenter;1;0
Ürün güzel tavsiye ederim arkadaşlar ses seviyeside güzel;0;0;09.12.2020;Hepsiburada;1;0
